srno,Tweets,id,len,date,time,source,likes,retweets,location
558,@superselector5 Malad Traffic Division has been informed for prompt action.,1.58E+18,75,03-10-2022,10:45:06,Twitter Web App,0,0,malad
559,@BhaktiMargVoice Action has been taken against the 03 Vehicles  under MVA section 122M.V.Act.,1.58E+18,93,03-10-2022,10:38:49,Twitter Web App,2,0,section
560,@SmitKoradia Vakola Traffic Division has been informed for prompt action.,1.58E+18,73,03-10-2022,10:38:07,Twitter Web App,0,0,vakola
561,@superselector5 Goregaon Traffic Division has been informed for prompt action.,1.58E+18,78,03-10-2022,10:34:39,Twitter Web App,0,0,goregaon
562,@pranam_pitaji The  Wadala traffic division has been alerted about necessary actions.,1.58E+18,85,03-10-2022,10:28:48,Twitter Web App,0,0,necessary
563,@ZahidFKhambatti The  MIDC traffic division has been alerted about necessary actions.,1.58E+18,85,03-10-2022,10:16:49,Twitter Web App,1,0,necessary
564,@AROCKY01891185 We have followed you. Please DM us your contact details.,1.58E+18,72,03-10-2022,10:00:00,Twitter Web App,1,0,contact
565,@DhavalAshar5 We request you to provide exact location details for further action.,1.58E+18,82,03-10-2022,09:40:41,Twitter Web App,0,0,further
566,@ZRSoldier1 Action has been taken against the 13 Vehicles  under MVA section 122M.V.Act.,1.58E+18,88,03-10-2022,09:35:47,Twitter Web App,0,0,section
567,@AyubShekason Action has been taken against the 04 Vehicles  under MVA section 122M.V.Act.,1.58E+18,90,03-10-2022,09:29:22,Twitter Web App,2,0,section
568,@Chandra82555990 The Goregaon traffic division has been alerted about necessary actions.,1.58E+18,88,03-10-2022,09:12:05,Twitter Web App,1,0,necessary
569,@rbshetty Action has been taken against the 15 Vehicles  under MVA section 122M.V.Act.,1.58E+18,86,03-10-2022,08:59:58,Twitter Web App,1,0,section
570,@Da1GowaliaTank Action has been taken against the 30 Vehicles  under MVA section 122M.V.Act.,1.58E+18,92,03-10-2022,08:51:13,Twitter Web App,2,0,section
571,@amol_ireland We request you to provide exact location details for further action.,1.58E+18,82,03-10-2022,08:44:09,Twitter Web App,0,0,further
572,@antony82mario The Chembur traffic division has been alerted about necessary actions.,1.58E+18,85,03-10-2022,08:40:49,Twitter Web App,4,0,necessary
573,@MumbaiPolice The Borivali traffic division has been alerted about necessary actions.,1.58E+18,85,03-10-2022,08:32:08,Twitter Web App,1,0,necessary
574,@JayeshYewage The Goregaon traffic division has been alerted about necessary actions.,1.58E+18,85,03-10-2022,08:25:13,Twitter Web App,0,0,necessary
575,@thakker_nirmal We are sharing your concern with Mulund Traffic Division for necessary stringent action.,1.58E+18,104,03-10-2022,07:46:57,Twitter Web App,0,0,mulund
576,@S04256125 We are sharing your concern with Oshiwara Traffic Division for necessary stringent action.,1.58E+18,101,03-10-2022,07:37:41,Twitter Web App,0,0,oshiwara
577,@melwinkitt We are sharing your concern with Bandra Traffic Division for necessary stringent action.,1.58E+18,100,03-10-2022,07:34:08,Twitter Web App,0,0,bandra
578,@rajukatira1 We have escalated your request with Bandra Traffic Division for necessary action.,1.58E+18,94,03-10-2022,07:30:09,Twitter Web App,0,0,bandra
579,@mumbaimatterz We have informed Mahim Traffic Division of the necessary action.,1.58E+18,79,03-10-2022,07:23:12,Twitter Web App,16,0,mahim
580,@leg_gully Request you to report the matter at nearest Traffic Division where the incident occurred.,1.58E+18,100,03-10-2022,07:19:19,Twitter Web App,1,0,nearest
581,@mumbaimatterz We request you to provide exact location details for further action.,1.58E+18,83,03-10-2022,07:03:11,Twitter Web App,4,0,further
582,@HrutamV The Vakola traffic division has been alerted about necessary actions.,1.58E+18,78,03-10-2022,06:42:20,Twitter Web App,0,0,necessary
583,@MrHasanShaikh Please provide the exact location for necessary action,1.58E+18,69,03-10-2022,06:30:42,Twitter Web App,0,0,necessary
584,@sudamaram We are sharing your concern with Samtanagar Traffic Division for necessary stringent action.,1.58E+18,103,03-10-2022,06:13:49,Twitter Web App,0,0,samtanagar
585,@Da1GowaliaTank We have escalated your request with Kalbadevi Traffic Division for necessary action.,1.58E+18,100,03-10-2022,05:51:26,Twitter Web App,0,0,kalbadevi
586,@SatyenMehta1 We are sharing your concern with Kalbadevi Traffic Division for necessary stringent action.,1.58E+18,105,03-10-2022,05:48:31,Twitter Web App,0,0,kalbadevi
587,@Pandemic_trader We request you that if the address you provided is not sufficient send us the full address,1.58E+18,107,03-10-2022,05:47:13,Twitter Web App,0,0,full
588,@SachinBHILARE6 We have escalated your request with Goregaon Traffic Division for necessary action.,1.58E+18,99,03-10-2022,05:42:05,Twitter Web App,0,0,goregaon
589,@satarknagnews We have escalated your request with Dadar Traffic Division for necessary action.,1.58E+18,95,03-10-2022,05:40:30,Twitter Web App,1,0,dadar
590,@DeepakThakurRox We are sharing your concern with Bandra Traffic Division for necessary stringent action.,1.58E+18,105,03-10-2022,05:38:06,Twitter Web App,0,0,bandra
591,@GowaliaTank2636 We are sharing your concern with Tardeo Traffic Division for necessary stringent action.,1.58E+18,105,03-10-2022,05:26:33,Twitter Web App,0,0,tardeo
592,@Suby19862 Deonar Traffic Division has been informed for prompt action.,1.58E+18,71,03-10-2022,05:16:22,Twitter Web App,0,0,deonar
593,@SmitKoradia Vakola Traffic Division has been informed for prompt action.,1.58E+18,73,03-10-2022,05:14:09,Twitter Web App,0,0,vakola
594,@rchhedagrc Mulund Traffic Division has been informed for prompt action.,1.58E+18,72,03-10-2022,05:11:41,Twitter Web App,1,0,mulund
595,@amitnagvekar7 Dadar Traffic Division has been informed for prompt action.,1.58E+18,74,03-10-2022,05:05:45,Twitter Web App,0,0,dadar
596,@ZahidFKhambatti MIDC Traffic Division has been informed for prompt action.,1.58E+18,75,03-10-2022,05:01:17,Twitter Web App,0,0,midc
597,@Suby19862 Please provide the exact location for necessary action,1.58E+18,65,03-10-2022,04:58:09,Twitter Web App,0,0,necessary
598,@swapnnil_more We have requested @ThaneCityPolice traffic division to look into this as they can help the best in their jurisdiction,1.58E+18,132,03-10-2022,04:52:30,Twitter Web App,0,0,their
599,@KoppikerNitish Goregaon Traffic Division has been informed for prompt action.,1.58E+18,78,03-10-2022,04:50:28,Twitter Web App,1,0,goregaon
600,@AyubShekason Mankhurd Traffic Division has been informed for prompt action.,1.58E+18,76,03-10-2022,04:47:50,Twitter Web App,0,0,mankhurd
601,@ikramvora Action has been taken against the 40 Vehicles under MVA section 122/177 MVA.,1.58E+18,87,03-10-2022,04:27:10,Twitter Web App,0,0,122/177
602,@AkshayAmberka16 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,107,03-10-2022,04:24:36,Twitter Web App,1,0,full
603,@ZRSoldier1 We have escalated your request with Oshiwara Traffic Division for necessary action.,1.58E+18,95,03-10-2022,04:23:04,Twitter Web App,1,0,oshiwara
604,@ikramvora We have escalated your request with Dadar Traffic Division for necessary action.,1.58E+18,91,03-10-2022,04:14:01,Twitter Web App,0,0,dadar
605,@manishsamant93 We have escalated your request with Sakinaka Traffic Division for necessary action.,1.58E+18,99,03-10-2022,04:12:51,Twitter Web App,1,0,sakinaka
606,@RaghavS01463449 Action taken on above mentioned vehicle u/s 122/177 of M.V.Act.,1.58E+18,80,03-10-2022,04:11:56,Twitter Web App,3,0,of
607,@ek_mumbaikar We have escalated your request with Jogeshwari Traffic Division for necessary action.,1.58E+18,99,03-10-2022,04:04:04,Twitter Web App,0,0,jogeshwari
608,@JuhuSoc We have escalated your request with Santacruz Traffic Division for necessary action.,1.58E+18,93,03-10-2022,04:01:47,Twitter Web App,0,0,santacruz
609,@PallaviRao1706 We have escalated your request with Dadar Traffic Division for necessary action.,1.58E+18,96,03-10-2022,03:59:41,Twitter Web App,0,0,dadar
610,@ek_mumbaikar We request you that if the address you provided is not sufficient send us the full address,1.58E+18,104,03-10-2022,03:59:08,Twitter Web App,0,0,full
611,@ImmanuelRajanN1 We have escalated your request with Chembur Traffic Division for necessary action.,1.58E+18,99,03-10-2022,03:44:09,Twitter Web App,0,0,chembur
612,@rbshetty We have escalated your request with Vikroli Traffic Division for necessary action.,1.58E+18,92,03-10-2022,03:40:18,Twitter Web App,0,0,vikroli
613,@Nkshah98004661 We are sharing your concern with Kurla Traffic Division for necessary stringent action.,1.58E+18,103,03-10-2022,03:36:27,Twitter Web App,0,0,kurla
614,@Kaizadiranio We have escalated your request with Byculla  Traffic Division for necessary action.,1.58E+18,97,03-10-2022,03:34:24,Twitter Web App,1,0,nan
615,@KuturAbhishek We have escalated your request with D.N.Nagar Traffic Division for necessary action.,1.58E+18,99,03-10-2022,03:29:07,Twitter Web App,0,0,d.n.nagar
616,@KuturAbhishek We have escalated your request with D.N.Nagar Traffic Division for necessary action.,1.58E+18,99,03-10-2022,03:26:45,Twitter Web App,0,0,d.n.nagar
617,@mehraamol We are sharing your concern with Sakinaka Traffic Division for necessary stringent action.,1.58E+18,101,03-10-2022,03:21:55,Twitter Web App,0,0,sakinaka
618,@sunnystrategic We have forwarded your concern to Ghatkopar Traffic Division for necessary action.,1.58E+18,98,03-10-2022,03:16:35,Twitter Web App,0,0,ghatkopar
619,@BhaktiMargVoice Mulund Traffic Division has been informed for prompt action.,1.58E+18,77,03-10-2022,03:04:51,Twitter Web App,3,0,mulund
620,@speaknow007 We are sharing your concern with Chembur Traffic Division for necessary stringent action.,1.58E+18,102,03-10-2022,03:01:12,Twitter Web App,0,0,chembur
621,@Kamranshk8433 We are sharing your concern with Nagpada Traffic Division for necessary stringent action.,1.58E+18,104,03-10-2022,02:53:05,Twitter Web App,1,1,nagpada
622,@saggy_spidey99 We have forwarded your concern to Jogeshwari Traffic Division for necessary action.,1.58E+18,99,02-10-2022,21:31:40,Twitter Web App,7,2,jogeshwari
623,@Prakashmisshra We are sharing your concern with BKC Traffic Division for necessary stringent action.,1.58E+18,101,02-10-2022,21:29:38,Twitter Web App,1,0,bkc
624,@gleefulblogger We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1.58E+18,96,02-10-2022,18:39:14,Twitter Web App,3,0,swift
625,@MarolMoVo We have escalated your request with MIDC Traffic Division for necessary action.,1.58E+18,90,02-10-2022,18:30:16,Twitter Web App,4,1,midc
626,@AnkitDParab1 We have informed concern Traffic Division of the necessary action.,1.58E+18,80,02-10-2022,18:27:51,Twitter Web App,0,0,concern
627,@zyksstar We have informed Powai Traffic Division of the necessary action.,1.58E+18,74,02-10-2022,17:47:12,Twitter Web App,82,2,powai
628,@KuturAbhishek Action has been taken against the 7 Vehicles under section 122 M.V.A.,1.58E+18,84,02-10-2022,17:05:00,Twitter Web App,0,0,122
629,@Ahtcsvhub We have informed concern Traffic Division of the necessary action.,1.58E+18,77,02-10-2022,16:21:30,Twitter Web App,0,0,concern
630,@KuturAbhishek We have informed concern Traffic Division of the necessary action.,1.58E+18,81,02-10-2022,15:55:36,Twitter Web App,0,0,concern
631,@KuturAbhishek We have escalated your request with DN Nagar Traffic Division for necessary action.,1.58E+18,98,02-10-2022,15:51:10,Twitter Web App,0,0,nagar
632,@se40561934 We have forwarded your concern to @mybmc for necessary action Promptly.,1.58E+18,83,02-10-2022,15:37:37,Twitter Web App,1,0,action
633,@sunchan47297916 The Kurla traffic division has been alerted about necessary actions.,1.58E+18,85,02-10-2022,14:17:18,Twitter Web App,0,0,necessary
634,@BasrurDurgesh The Goregaon traffic division has been alerted about necessary actions.,1.58E+18,86,02-10-2022,14:12:37,Twitter Web App,1,0,necessary
635,@NishaPr75450847 The Santacruz traffic division has been alerted about necessary actions.,1.58E+18,89,02-10-2022,14:10:19,Twitter Web App,1,0,necessary
636,@SRahivashi The Dadar traffic division has been alerted about necessary actions.,1.58E+18,80,02-10-2022,14:07:40,Twitter Web App,1,0,necessary
637,@VijayUllal The DN Nagar traffic division has been alerted about necessary actions.,1.58E+18,83,02-10-2022,13:48:40,Twitter Web App,0,0,necessary
638,@SachinBHILARE6 The Goregaon traffic division has been alerted about necessary actions.,1.58E+18,87,02-10-2022,13:46:31,Twitter Web App,3,0,necessary
639,@vijay2kumar8 The Dindoshi traffic division has been alerted about necessary actions.,1.58E+18,85,02-10-2022,13:43:54,Twitter Web App,0,0,necessary
640,@M_A_Khan_Adv DN Nagar Traffic Division has been informed for prompt action.,1.58E+18,76,02-10-2022,13:41:38,Twitter Web App,2,0,nagar
641,@emkyub We have escalated your request with DN Nagar Traffic Division for necessary action.,1.58E+18,91,02-10-2022,13:40:28,Twitter Web App,0,0,nagar
642,@DeniShah77 We request you to provide exact location details for further action.,1.58E+18,80,02-10-2022,13:37:52,Twitter Web App,0,0,further
643,@varunpgd The Borivali traffic division has been alerted about necessary actions.,1.58E+18,81,02-10-2022,13:17:02,Twitter Web App,0,0,necessary
644,@swapnilp79 We have intimated your concern to Mankhurd traffic branch for necessary action.,1.58E+18,91,02-10-2022,13:12:22,Twitter Web App,0,0,necessary
645,@Ahtcsvhub The Bandra traffic division has been alerted about necessary actions.,1.58E+18,80,02-10-2022,12:57:28,Twitter Web App,0,0,necessary
646,@GanemSalauddin The Santacruz traffic division has been alerted about necessary actions.,1.58E+18,88,02-10-2022,12:57:00,Twitter Web App,2,0,necessary
647,@SouthMumbai2 Tardeo Traffic Division has been informed for prompt action.,1.58E+18,74,02-10-2022,12:56:08,Twitter Web App,0,0,tardeo
648,@SUNILSI63910812 Kurla Traffic Division has been informed for prompt action.,1.58E+18,76,02-10-2022,12:52:27,Twitter Web App,1,0,kurla
649,@SUNILSI63910812 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,107,02-10-2022,12:47:41,Twitter Web App,0,0,full
650,@neerajbhallaa The Dindoshi traffic division has been alerted about necessary actions.,1.58E+18,86,02-10-2022,12:44:14,Twitter Web App,4,0,necessary
651,@DhangarHanmanta The Santacruz traffic division has been alerted about necessary actions.,1.58E+18,89,02-10-2022,12:35:19,Twitter Web App,0,0,necessary
652,@kpsheth15 We have escalated your request with Azad maidan Traffic Division for necessary action.,1.58E+18,97,02-10-2022,12:27:49,Twitter Web App,0,0,maidan
653,@MumbaiPolice The Worli traffic division has been alerted about necessary actions.,1.58E+18,82,02-10-2022,12:13:21,Twitter Web App,12,1,necessary
654,@EmployeeFight The Matunga traffic division has been alerted about necessary actions.,1.58E+18,85,02-10-2022,11:45:03,Twitter Web App,0,0,necessary
655,@iamhari_16 The Goregaon traffic division has been alerted about necessary actions.,1.58E+18,83,02-10-2022,11:29:05,Twitter Web App,0,1,necessary
656,@JuhuSoc The Tardeo traffic division has been alerted about necessary actions.,1.58E+18,78,02-10-2022,11:27:23,Twitter Web App,0,0,necessary
657,@Vickeey6 The chembur traffic division has been alerted about necessary actions.,1.58E+18,80,02-10-2022,11:19:41,Twitter Web App,0,0,necessary
658,@swapnilambure68 The Worli traffic division has been alerted about necessary actions.,1.58E+18,85,02-10-2022,10:59:24,Twitter Web App,0,0,necessary
659,@panaaru The Borivali traffic division has been alerted about necessary actions.,1.58E+18,80,02-10-2022,10:55:42,Twitter Web App,0,0,necessary
660,@thebettermumbai The Santacruz traffic division has been alerted about necessary actions.,1.58E+18,89,02-10-2022,10:54:16,Twitter Web App,0,0,necessary
661,@swapnilambure68 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,107,02-10-2022,10:49:09,Twitter Web App,0,0,full
662,@Twitk2022 The marine drive traffic division has been alerted about necessary actions.,1.58E+18,86,02-10-2022,10:46:57,Twitter Web App,0,0,necessary
663,@Pravinshetra The DN Nagar traffic division has been alerted about necessary actions.,1.58E+18,85,02-10-2022,10:45:59,Twitter Web App,0,0,necessary
664,@pawar_monil The Kalbadevi traffic division has been alerted about necessary actions.,1.58E+18,85,02-10-2022,09:54:45,Twitter Web App,0,0,necessary
665,@vpgada The Mulund traffic division has been alerted about necessary actions.,1.58E+18,77,02-10-2022,09:52:31,Twitter Web App,0,0,necessary
666,@MunwaniNamrata The Tardeo traffic division has been alerted about necessary actions.,1.58E+18,85,02-10-2022,09:45:29,Twitter Web App,0,0,necessary
667,@MumbaiPolice The Tardeo traffic division has been alerted about necessary actions.,1.58E+18,83,02-10-2022,09:37:22,Twitter Web App,6,0,necessary
668,@swapnilambure68 We request you to provide exact location details for further action.,1.58E+18,85,02-10-2022,09:33:55,Twitter Web App,0,0,further
669,@TahaRaj15 The Colaba traffic division has been alerted about necessary actions.,1.58E+18,80,02-10-2022,09:25:34,Twitter Web App,1,0,necessary
670,@RamkumarIyer68 The chembur traffic division has been alerted about necessary actions.,1.58E+18,86,02-10-2022,09:19:22,Twitter Web App,0,0,necessary
671,@akhil_chawan The dadar traffic division has been alerted about necessary actions.,1.58E+18,82,02-10-2022,09:18:23,Twitter Web App,0,0,necessary
672,@matbar_murtuza The Malad traffic division has been alerted about necessary actions.,1.58E+18,84,02-10-2022,09:15:14,Twitter Web App,1,0,necessary
673,@KunalSangoi3 The Sahar traffic division has been alerted about necessary actions.,1.58E+18,82,02-10-2022,08:50:20,Twitter Web App,0,0,necessary
674,@iamsandesh007 Respected Please email Multimediacell.traffic@mahapolice.gov.in,1.58E+18,78,02-10-2022,07:52:47,Twitter Web App,0,0,email
675,@ZRSoldier1 The Oshiwara traffic division has been alerted about necessary actions.,1.58E+18,83,02-10-2022,07:47:37,Twitter Web App,0,0,necessary
676,@akhil_chawan The Dadar traffic division has been alerted about necessary actions.,1.58E+18,82,02-10-2022,07:44:35,Twitter Web App,0,0,necessary
677,@Ahtcsvhub The Goregaon traffic division has been alerted about necessary actions.,1.58E+18,82,02-10-2022,07:42:28,Twitter Web App,0,0,necessary
678,@iamsandesh007 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1.58E+18,95,02-10-2022,07:41:42,Twitter Web App,0,0,swift
679,@Ahtcsvhub The Goregaon traffic division has been alerted about necessary actions.,1.58E+18,82,02-10-2022,07:26:45,Twitter Web App,0,0,necessary
680,@Ahtcsvhub The Goregaon traffic division has been alerted about necessary actions.,1.58E+18,82,02-10-2022,07:16:01,Twitter Web App,0,0,necessary
681,@QuarantinoGuy The Kurla traffic division has been alerted about necessary actions.,1.58E+18,83,02-10-2022,07:15:11,Twitter Web App,0,0,necessary
682,@mangal256 We have escalated your request with Malad Traffic Division for necessary action.,1.58E+18,91,02-10-2022,07:09:06,Twitter Web App,3,0,malad
683,@KuturAbhishek We have escalated your request with D.N.Nagar Traffic Division for necessary action.,1.58E+18,99,02-10-2022,07:07:58,Twitter Web App,0,0,d.n.nagar
684,@KuturAbhishek We have intimated your concern to D.N.Nagar traffic branch for necessary action.,1.58E+18,95,02-10-2022,07:05:19,Twitter Web App,0,0,necessary
685,@KuturAbhishek We have escalated your request with D.N.Nagar Traffic Division for necessary action.,1.58E+18,99,02-10-2022,07:03:25,Twitter Web App,0,0,d.n.nagar
686,@samir_thakker We have escalated your request with Malbarhill Traffic Division for necessary action,1.58E+18,99,02-10-2022,06:57:53,Twitter Web App,1,0,malbarhill
687,@Ahtcsvhub We have shared your concern with @mybmc for necessary action Promptly.,1.58E+18,81,02-10-2022,06:56:24,Twitter Web App,0,0,action
688,@Avinash01557273 We have escalated your request with Oshiwara Traffic Division for necessary action.,1.58E+18,100,02-10-2022,06:52:08,Twitter Web App,0,0,oshiwara
689,@Ahtcsvhub We have escalated your request with Goregoan Traffic Division for necessary action.,1.58E+18,94,02-10-2022,06:44:38,Twitter Web App,0,0,goregoan
690,@samir_thakker We request you to provide exact location details for further action.,1.58E+18,83,02-10-2022,06:43:36,Twitter Web App,0,0,further
691,@KaraokeMohan @SagarKantharia @MumbaiPolice We request you to provide exact location details for further action.,1.58E+18,112,02-10-2022,06:42:13,Twitter Web App,0,0,further
692,@sujayshetty Respected Please email Multimediacell.traffic@mahapolice.gov.in,1.58E+18,76,02-10-2022,06:34:13,Twitter Web App,0,0,email
693,@INDNFTS We have escalated your request with Borivali  Traffic Division for necessary action.,1.58E+18,93,02-10-2022,06:15:56,Twitter Web App,0,0,nan
694,@ZRSoldier1 We have intimated your concern to Oshiwara  traffic branch for necessary action.,1.58E+18,92,02-10-2022,06:06:34,Twitter Web App,0,0,necessary
695,@sujayshetty We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1.58E+18,93,02-10-2022,05:49:01,Twitter Web App,0,0,swift
696,@AnishRa36213214 We have forwarded your concern to Goregaon Traffic Division for necessary action.,1.58E+18,98,02-10-2022,04:39:34,Twitter Web App,0,0,goregaon
697,@vijayku01129982 Matunga Traffic Division has been informed for prompt action.,1.58E+18,78,02-10-2022,04:02:04,Twitter Web App,0,0,matunga
698,@EmployeeFight We have escalated your request with Matunga  Traffic Division for necessary action.,1.58E+18,98,02-10-2022,03:09:32,Twitter Web App,1,0,nan
699,@rajivsharma2012 We have shared your concern with @mybmc for necessary action Promptly.,1.58E+18,87,02-10-2022,02:13:49,Twitter Web App,1,0,action
700,@SunayanaSunny We have intimated your concern to Marin drive traffic branch for necessary action.,1.58E+18,97,02-10-2022,02:00:29,Twitter Web App,0,0,necessary
701,@SunayanaSunny We have intimated your concern to Marin drive traffic branch for necessary action.,1.58E+18,97,02-10-2022,01:58:24,Twitter Web App,0,0,necessary
702,@Sshivi08 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,100,01-10-2022,19:49:55,Twitter Web App,1,1,full
703,@patelmj Tardeo Traffic Division has been informed for prompt action.,1.58E+18,69,01-10-2022,19:43:27,Twitter Web App,0,0,tardeo
704,@arman_parve Bandra Traffic Division has been informed for prompt action.,1.58E+18,73,01-10-2022,19:32:59,Twitter Web App,0,0,bandra
705,@arz_elch91 Please provide the exact location for necessary action,1.58E+18,66,01-10-2022,19:29:33,Twitter Web App,0,0,necessary
706,@arman_parve Please provide the exact location for necessary action,1.58E+18,67,01-10-2022,19:28:55,Twitter Web App,1,1,necessary
707,@lokendr88928200 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1.58E+18,97,01-10-2022,18:52:22,Twitter Web App,0,0,swift
708,@LadiaShagun We have intimated your concern to malad  traffic branch for necessary action.,1.58E+18,90,01-10-2022,18:48:58,Twitter Web App,0,0,necessary
709,@MumbaiPolice We have informed concern jogeshwari Traffic Division of the necessary action.,1.58E+18,91,01-10-2022,18:44:46,Twitter Web App,2,1,jogeshwari
710,@whisleblower22 We have escalated your request with Kurla Traffic Division for necessary action.,1.58E+18,96,01-10-2022,18:42:01,Twitter Web App,3,0,kurla
711,@umanngjain We are sharing your concern with vakola Traffic Division for necessary stringent action.,1.58E+18,100,01-10-2022,18:00:02,Twitter Web App,0,0,vakola
712,@umanngjain We are sharing your concern with Santacruz Traffic Division for necessary stringent action.,1.58E+18,103,01-10-2022,17:57:44,Twitter Web App,0,0,santacruz
713,@Shantanuwitty We request you that if the address you provided is not sufficient send us the full address,1.58E+18,105,01-10-2022,17:48:07,Twitter Web App,0,0,full
714,@Ahtcsvhub We have shared your concern with @mybmc for necessary action Promptly.,1.58E+18,81,01-10-2022,17:10:32,Twitter Web App,0,0,action
715,@ajayhinduja2 We have intimated your concern to Dadar traffic branch for necessary action.,1.58E+18,90,01-10-2022,16:27:54,Twitter Web App,0,0,necessary
716,@srikant_pillai We have intimated your concern to Kandivali traffic branch for necessary action.,1.58E+18,96,01-10-2022,16:25:18,Twitter Web App,0,0,necessary
717,@Rathod56626912 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,106,01-10-2022,16:24:32,Twitter Web App,0,0,full
718,@murarkas We have informed Malada  Traffic Division of the necessary action,1.58E+18,75,01-10-2022,16:08:09,Twitter Web App,0,0,nan
719,@hasanainshikari Please provide the exact location for necessary action,1.58E+18,71,01-10-2022,15:47:20,Twitter Web App,0,0,necessary
720,@gaargiez We have escalated your request with Concerned Traffic Division for necessary action.,1.58E+18,94,01-10-2022,15:25:56,Twitter Web App,1,0,concerned
721,@BlueAvengers1 We have escalated your request with Sakinaka Traffic Division for necessary action.,1.58E+18,98,01-10-2022,15:23:01,Twitter Web App,0,0,sakinaka
722,@aloosesona We are sharing your concern with Matunga Traffic Division for necessary stringent action.,1.58E+18,101,01-10-2022,15:17:16,Twitter Web App,1,1,matunga
723,@VK_Andheri We have forwarded your concern to Concerned Traffic Division for necessary action.,1.58E+18,94,01-10-2022,15:16:14,Twitter Web App,0,0,concerned
724,@VK_Andheri We have forwarded your concern to D.N Nagar Traffic Division for necessary action.,1.58E+18,94,01-10-2022,15:15:29,Twitter Web App,0,0,nagar
725,@coloursster We have intimated your concern to Concerned traffic branch for necessary action.,1.58E+18,93,01-10-2022,15:06:37,Twitter Web App,0,0,necessary
726,@iamhari_16 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,102,01-10-2022,14:46:27,Twitter Web App,0,0,full
727,@surelaks . We are sharing your concern with Dindoshi Traffic Division for necessary stringent action.,1.58E+18,102,01-10-2022,14:44:16,Twitter Web App,0,0,dindoshi
728,@RutujaKadav concerned Traffic Division has been informed for prompt action.,1.58E+18,76,01-10-2022,14:43:41,Twitter Web App,1,0,concerned
729,@sandeep0387 We have informed Santacruz Traffic Division of the necessary action.,1.58E+18,81,01-10-2022,14:33:22,Twitter Web App,2,0,santacruz
730,@chetan201994 . We have informed Santacruz Traffic Division of the necessary action.,1.58E+18,84,01-10-2022,14:30:53,Twitter Web App,0,0,santacruz
731,@IndianVikas_987 We are sharing your concern with Santacruz Traffic Division for necessary stringent action.,1.58E+18,108,01-10-2022,14:13:08,Twitter Web App,0,0,santacruz
732,@KhilanShah15 We have informed Mulund Traffic Division of the necessary action.,1.58E+18,79,01-10-2022,14:12:01,Twitter Web App,2,0,mulund
733,@Pawankumarkewal We have informed Mulund Traffic Division of the necessary action.,1.58E+18,82,01-10-2022,14:11:18,Twitter Web App,0,0,mulund
734,@anish_shah77 . We have escalated your request with Tardeo Traffic Division for necessary action.,1.58E+18,97,01-10-2022,14:09:31,Twitter Web App,1,0,tardeo
735,@Pawankumarkewal We have informed Mulund Traffic Division of the necessary action.,1.58E+18,82,01-10-2022,14:04:40,Twitter Web App,0,0,mulund
736,@SagarKantharia Please provide the exact location for necessary action.,1.58E+18,71,01-10-2022,13:54:03,Twitter Web App,8,0,necessary
737,@truthseeker7280 We have forwarded your concern to Mulund Traffic Division for necessary action.,1.58E+18,96,01-10-2022,13:50:46,Twitter Web App,0,0,mulund
738,@ritesh_kadam We have forwarded your concern to Kandivali Traffic Division for necessary action.,1.58E+18,96,01-10-2022,12:56:13,Twitter Web App,0,0,kandivali
739,@VK_Andheri We are sharing your concern with Sahar Traffic Division for necessary stringent action.,1.58E+18,99,01-10-2022,12:44:14,Twitter Web App,0,0,sahar
740,@ritesh_kadam We request you that if the address you provided is not sufficient send us the full address,1.58E+18,104,01-10-2022,12:37:23,Twitter Web App,0,0,full
741,@mumbaisocialNGO We are sharing your concern with Santacruz Traffic Division for necessary stringent action,1.58E+18,107,01-10-2022,12:35:23,Twitter Web App,0,0,santacruz
742,@DINESHS97086561 We have forwarded your concern to Chembur Traffic Division for necessary action.,1.58E+18,97,01-10-2022,12:32:50,Twitter Web App,0,0,chembur
743,@IdiotsRoads We request you that if the address you provided is not sufficient send us the full address,1.58E+18,103,01-10-2022,12:32:06,Twitter Web App,0,0,full
744,@BhaktiMargVoice We are sharing your concern with Mulund Traffic Division for necessary stringent action.,1.58E+18,105,01-10-2022,12:30:06,Twitter Web App,0,0,mulund
745,@p9819834605 We are sharing your concern with Goregaon Traffic Division for necessary stringent action.,1.58E+18,103,01-10-2022,12:27:37,Twitter Web App,1,0,goregaon
746,@ShardulMahadik3 We have informed concern Traffic Division of the necessary action.,1.58E+18,83,01-10-2022,12:23:16,Twitter Web App,0,0,concern
747,@superselector5 . We have informed concern Traffic Division of the necessary action.,1.58E+18,84,01-10-2022,12:16:16,Twitter Web App,0,0,concern
748,@ImmanuelRajanN1 Action taken on above mentioned vehicle u/s Sec 122/177 MVAMVA.,1.58E+18,80,01-10-2022,12:14:46,Twitter Web App,0,0,122/177
